Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, slightly probable case",Coefficient of variation for percent,4.6
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case",Number of persons,288716
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case","Low 95% confidence interval, number of persons",255993
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case","High 95% confidence interval, number of persons",321438
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case",Coefficient of variation for number of persons,5.8
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case",Percent,7
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case","Low 95% confidence interval, percent",6.2
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case","High 95% confidence interval, percent",7.8
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, highly probable case",Coefficient of variation for percent,5.8
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated",Number of persons,11858
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated","Low 95% confidence interval, number of persons",6017
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated","High 95% confidence interval, number of persons",17698
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated",Coefficient of variation for number of persons,25.1
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated",Percent,0.3
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated","Low 95% confidence interval, percent",0.1
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated","High 95% confidence interval, percent",0.4
2002,Canada,15 to 24 years,Both sexes,"Alcohol dependence, not stated",Coefficient of variation for percent,25.1
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,Number of persons,4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,"Low 95% confidence interval, number of persons",4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,"High 95% confidence interval, number of persons",4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,Coefficient of variation for number of persons,0
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,Percent,100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,"Low 95% confidence interval, percent",100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,"High 95% confidence interval, percent",100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable illicit drug dependence,Coefficient of variation for percent,0
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,Number of persons,110933
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,"Low 95% confidence interval, number of persons",85681
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,"High 95% confidence interval, number of persons",136186
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,Coefficient of variation for number of persons,11.6
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,Percent,2.7
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,"Low 95% confidence interval, percent",2.1
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,"High 95% confidence interval, percent",3.3
2002,Canada,15 to 24 years,Both sexes,Illicit drug dependence,Coefficient of variation for percent,11.6
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,Number of persons,4015069
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,"Low 95% confidence interval, number of persons",3988852
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,"High 95% confidence interval, number of persons",4041285
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,Coefficient of variation for number of persons,0.3
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,Percent,97.1
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,"Low 95% confidence interval, percent",96.4
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,"High 95% confidence interval, percent",97.7
2002,Canada,15 to 24 years,Both sexes,No illicit drug dependence,Coefficient of variation for percent,0.3
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated",Number of persons,10458
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated","Low 95% confidence interval, number of persons",3909
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated","High 95% confidence interval, number of persons",17008
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated",Coefficient of variation for number of persons,31.9
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated",Percent,0.3
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated","Low 95% confidence interval, percent",0.1
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated","High 95% confidence interval, percent",0.4
2002,Canada,15 to 24 years,Both sexes,"Illicit drug dependence, not stated",Coefficient of variation for percent,31.9
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,Number of persons,4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,"Low 95% confidence interval, number of persons",4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,"High 95% confidence interval, number of persons",4136460
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,Coefficient of variation for number of persons,0
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,Percent,100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,"Low 95% confidence interval, percent",100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,"High 95% confidence interval, percent",100
2002,Canada,15 to 24 years,Both sexes,Total population for the variable satisfaction with life,Coefficient of variation for percent,0
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,Number of persons,1246598
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,"Low 95% confidence interval, number of persons",1178075
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,"High 95% confidence interval, number of persons",1315121
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,Coefficient of variation for number of persons,2.8
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,Percent,30.1
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,"Low 95% confidence interval, percent",28.5
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,"High 95% confidence interval, percent",31.8
2002,Canada,15 to 24 years,Both sexes,Very satisfied with life,Coefficient of variation for percent,2.8
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,Number of persons,2217717
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,"Low 95% confidence interval, number of persons",2145050
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,"High 95% confidence interval, number of persons",2290384
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,Coefficient of variation for number of persons,1.7
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,Percent,53.6
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,"Low 95% confidence interval, percent",51.9
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,"High 95% confidence interval, percent",55.4
2002,Canada,15 to 24 years,Both sexes,Satisfied with life,Coefficient of variation for percent,1.7
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,Number of persons,516319
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,"Low 95% confidence interval, number of persons",469354
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,"High 95% confidence interval, number of persons",563285
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,Coefficient of variation for number of persons,4.6
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,Percent,12.5
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,"Low 95% confidence interval, percent",11.3
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,"High 95% confidence interval, percent",13.6
2002,Canada,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied with life,Coefficient of variation for percent,4.6
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,Number of persons,153823
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,"Low 95% confidence interval, number of persons",126951
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,"High 95% confidence interval, number of persons",180695
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,Coefficient of variation for number of persons,8.9
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,Percent,3.7
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,"Low 95% confidence interval, percent",3.1
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,"High 95% confidence interval, percent",4.4
2002,Canada,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied with life,Coefficient of variation for percent,8.9
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated",Number of persons,F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated","Low 95% confidence interval, number of persons",F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated","High 95% confidence interval, number of persons",F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated",Coefficient of variation for number of persons,F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated",Percent,F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated","Low 95% confidence interval, percent",F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated","High 95% confidence interval, percent",F
2002,Canada,15 to 24 years,Both sexes,"Satisfaction with life, not stated",Coefficient of variation for percent,F
2002,Canada,15 to 24 years,Both sexes,Total population for the variable self-rated mental health,Number of persons,4136460
